COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"한국","2순위","67","62.70000","71.80000","57.90000","76.70000","76.00000","57.90000","69.20000","일본","2022","예능"
"영국","3순위","30","35.80000","23.90000","26.30000","26.70000","44.00000","47.40000","11.50000","일본","2022","예능"
"중국","4순위","18","17.90000","18.30000","7.90000","30.00000","20.00000","10.50000","23.10000","일본","2022","예능"
"이탈리아","5순위","11","13.40000","8.50000","15.80000","3.30000","4.00000","5.30000","23.10000","일본","2022","예능"
"프랑스","6순위","9","13.40000","4.20000","5.30000","3.30000","8.00000","5.30000","23.10000","일본","2022","예능"
"인도","7순위","5","6.00000","4.20000","7.90000","0.00000","8.00000","10.50000","0.00000","일본","2022","예능"
"브라질","8순위","4","4.50000","4.20000","5.30000","3.30000","0.00000","10.50000","3.80000","일본","2022","예능"
"독일","9순위","3","6.00000","0.00000","5.30000","3.30000","4.00000","0.00000","0.00000","일본","2022","예능"
"기타","10순위","1","3.00000","0.00000","2.60000","0.00000","0.00000","0.00000","3.80000","일본","2022","예능"
"미국","1순위","91","92.00000","90.50000","93.50000","81.80000","94.60000","94.60000","97.20000","일본","2022","영화"
"한국","2순위","52","50.40000","54.30000","63.00000","57.60000","41.10000","45.90000","52.80000","일본","2022","영화"
"영국","3순위","32","35.20000","29.30000","26.10000","39.40000","33.90000","29.70000","27.80000","일본","2022","영화"
"프랑스","4순위","17","16.00000","19.00000","15.20000","24.20000","10.70000","16.20000","19.40000","일본","2022","영화"
"중국","5순위","10","8.80000","10.30000","6.50000","10.60000","10.70000","10.80000","8.30000","일본","2022","영화"
"인도","6순위","7","9.60000","3.40000","6.50000","3.00000","8.90000","8.10000","8.30000","일본","2022","영화"
"이탈리아","7순위","5","4.00000","5.20000","2.20000","6.10000","5.40000","5.40000","2.80000","일본","2022","영화"
"독일","8순위","2","2.40000","0.90000","2.20000","3.00000","0.00000","2.70000","0.00000","일본","2022","영화"
"브라질","9순위","1","2.40000","0.00000","2.20000","0.00000","0.00000","5.40000","0.00000","일본","2022","영화"
"미국","1순위","86","89.40000","83.30000","83.50000","83.30000","87.10000","89.40000","92.30000","일본","2022","음악"
