COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"한국","1순위","86","82.00000","91.00000","82.00000","90.20000","91.70000","81.20000","80.80000","말레이시아","2024","음악"
"미국","2순위","74","77.40000","69.20000","64.00000","66.10000","77.70000","84.20000","80.80000","말레이시아","2024","음악"
"영국","3순위","42","40.20000","43.00000","41.00000","42.90000","33.90000","43.60000","65.40000","말레이시아","2024","음악"
"일본","5순위","29","29.70000","27.10000","32.00000","33.90000","25.60000","27.70000","7.70000","말레이시아","2024","음악"
"중국","4순위","28","27.20000","28.10000","23.00000","23.20000","31.40000","30.70000","34.60000","말레이시아","2024","음악"
"독일","7순위","2","2.90000","1.80000","5.00000","2.70000","1.70000","0.00000","3.80000","말레이시아","2024","음악"
"이탈리아","8순위","2","1.70000","3.20000","4.00000","3.60000","2.50000","0.00000","0.00000","말레이시아","2024","음악"
"프랑스","9순위","2","0.80000","3.60000","2.00000","4.50000","1.70000","1.00000","0.00000","말레이시아","2024","음악"
"기타","6순위","3","2.10000","4.10000","3.00000","1.80000","3.30000","5.00000","0.00000","말레이시아","2024","음악"
"일본","1순위","78","78.70000","77.80000","77.80000","75.30000","75.80000","85.50000","77.80000","말레이시아","2024","애니메이션"
"한국","2순위","69","57.40000","79.40000","59.60000","76.50000","74.70000","68.10000","61.10000","말레이시아","2024","애니메이션"
"미국","3순위","47","56.80000","38.60000","46.50000","34.60000","47.30000","56.50000","72.20000","말레이시아","2024","애니메이션"
"중국","4순위","27","27.20000","26.50000","17.20000","34.60000","28.60000","29.00000","27.80000","말레이시아","2024","애니메이션"
"영국","5순위","14","17.80000","11.10000","13.10000","18.50000","14.30000","13.00000","5.60000","말레이시아","2024","애니메이션"
"인도","6순위","6","4.10000","6.90000","5.10000","3.70000","7.70000","5.80000","5.60000","말레이시아","2024","애니메이션"
"프랑스","7순위","3","4.10000","2.10000","3.00000","6.20000","2.20000","1.40000","0.00000","말레이시아","2024","애니메이션"
"이탈리아","9순위","3","3.60000","2.10000","3.00000","1.20000","5.50000","1.40000","0.00000","말레이시아","2024","애니메이션"
"브라질","10순위","3","2.40000","2.60000","5.10000","1.20000","3.30000","0.00000","0.00000","말레이시아","2024","애니메이션"
"독일","8순위","2","3.00000","1.60000","2.00000","2.50000","3.30000","0.00000","5.60000","말레이시아","2024","애니메이션"
"기타","11순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","말레이시아","2024","애니메이션"
"한국","1순위","68","64.50000","70.70000","66.20000","69.20000","75.50000","57.60000","60.00000","말레이시아","2024","출판물"
"일본","2순위","53","54.50000","50.90000","43.10000","63.10000","52.80000","48.50000","60.00000","말레이시아","2024","출판물"
"미국","3순위","35","38.20000","32.80000","40.00000","27.70000","30.20000","42.40000","60.00000","말레이시아","2024","출판물"
"중국","4순위","31","27.30000","33.60000","30.80000","35.40000","20.80000","39.40000","20.00000","말레이시아","2024","출판물"
"인도네시아","5순위","27","25.50000","28.40000","32.30000","21.50000","32.10000","21.20000","20.00000","말레이시아","2024","출판물"
"영국","6순위","19","17.30000","20.70000","16.90000","21.50000","24.50000","12.10000","10.00000","말레이시아","2024","출판물"
"태국","7순위","12","10.00000","14.70000","9.20000","13.80000","13.20000","15.20000","10.00000","말레이시아","2024","출판물"
"독일","10순위","6","6.40000","6.00000","4.60000","7.70000","7.50000","6.10000","0.00000","말레이시아","2024","출판물"
"프랑스","11순위","6","5.50000","6.00000","9.20000","4.60000","3.80000","6.10000","0.00000","말레이시아","2024","출판물"
"인도","9순위","5","7.30000","3.40000","4.60000","3.10000","3.80000","12.10000","10.00000","말레이시아","2024","출판물"
"이탈리아","8순위","5","6.40000","3.40000","4.60000","4.60000","1.90000","6.10000","20.00000","말레이시아","2024","출판물"
"베트남","12순위","3","3.60000","1.70000","0.00000","1.50000","5.70000","6.10000","0.00000","말레이시아","2024","출판물"
"브라질","13순위","2","0.90000","3.40000","3.10000","1.50000","1.90000","3.00000","0.00000","말레이시아","2024","출판물"
"기타","14순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","말레이시아","2024","출판물"
"한국","1순위","85","80.00000","89.00000","78.80000","91.00000","88.20000","78.00000","83.30000","말레이시아","2024","웹툰"
"일본","2순위","76","75.20000","76.80000","79.80000","78.00000","71.80000","70.00000","83.30000","말레이시아","2024","웹툰"
"중국","4순위","44","39.40000","48.10000","44.40000","49.00000","40.00000","42.00000","33.30000","말레이시아","2024","웹툰"
"미국","3순위","39","48.50000","29.80000","35.40000","28.00000","45.90000","48.00000","66.70000","말레이시아","2024","웹툰"
"영국","5순위","15","14.50000","15.50000","17.20000","14.00000","12.90000","20.00000","0.00000","말레이시아","2024","웹툰"
"인도","6순위","6","6.70000","5.50000","5.10000","3.00000","8.20000","10.00000","8.30000","말레이시아","2024","웹툰"
"이탈리아","7순위","4","4.20000","3.90000","5.10000","6.00000","2.40000","2.00000","0.00000","말레이시아","2024","웹툰"
"프랑스","8순위","4","2.40000","4.40000","4.00000","4.00000","2.40000","4.00000","0.00000","말레이시아","2024","웹툰"
"브라질","9순위","2","2.40000","2.20000","2.00000","1.00000","3.50000","4.00000","0.00000","말레이시아","2024","웹툰"
"독일","10순위","1","1.20000","1.70000","1.00000","3.00000","1.20000","0.00000","0.00000","말레이시아","2024","웹툰"
"기타","11순위","0","0.00000","0.60000","0.00000","0.00000","0.00000","0.00000","8.30000","말레이시아","2024","웹툰"
"한국","1순위","68","65.80000","71.10000","55.30000","73.90000","76.80000","59.60000","90.90000","말레이시아","2024","게임"
"일본","2순위","63","64.20000","60.70000","55.30000","62.00000","59.80000","75.00000","90.90000","말레이시아","2024","게임"
"미국","3순위","51","54.50000","45.90000","54.10000","41.30000","45.10000","67.30000","72.70000","말레이시아","2024","게임"
"중국","4순위","38","38.50000","37.00000","36.50000","42.40000","35.40000","40.40000","18.20000","말레이시아","2024","게임"
"영국","5순위","17","15.00000","19.30000","18.80000","17.40000","17.10000","15.40000","0.00000","말레이시아","2024","게임"
"프랑스","7순위","6","5.30000","6.70000","8.20000","6.50000","4.90000","3.80000","0.00000","말레이시아","2024","게임"
"러시아","6순위","6","5.90000","5.90000","4.70000","5.40000","8.50000","5.80000","0.00000","말레이시아","2024","게임"
"이탈리아","8순위","5","4.30000","5.20000","5.90000","5.40000","2.40000","5.80000","0.00000","말레이시아","2024","게임"
"독일","9순위","4","3.20000","5.90000","4.70000","6.50000","4.90000","0.00000","0.00000","말레이시아","2024","게임"
"폴란드","10순위","3","3.70000","2.20000","3.50000","4.30000","2.40000","1.90000","0.00000","말레이시아","2024","게임"
"기타","11순위","1","0.50000","0.70000","1.20000","0.00000","1.20000","0.00000","0.00000","말레이시아","2024","게임"
"한국","1순위","78","74.90000","79.90000","76.00000","80.20000","82.50000","75.60000","59.30000","말레이시아","2024","패션"
"미국","2순위","49","58.80000","41.50000","42.70000","43.40000","49.10000","60.30000","63.00000","말레이시아","2024","패션"
"일본","3순위","46","48.70000","44.40000","50.00000","49.10000","43.90000","46.20000","33.30000","말레이시아","2024","패션"
"중국","4순위","38","29.90000","44.00000","37.50000","34.00000","41.20000","39.70000","33.30000","말레이시아","2024","패션"
"영국","5순위","28","26.20000","29.50000","36.50000","24.50000","25.40000","24.40000","33.30000","말레이시아","2024","패션"
"이탈리아","6순위","10","12.30000","7.30000","6.30000","6.60000","8.80000","14.10000","22.20000","말레이시아","2024","패션"
"프랑스","7순위","8","7.50000","9.00000","9.40000","9.40000","7.00000","5.10000","14.80000","말레이시아","2024","패션"
"스페인","9순위","2","1.60000","3.00000","1.00000","3.80000","2.60000","2.60000","0.00000","말레이시아","2024","패션"
"독일","8순위","2","2.10000","2.10000","2.10000","4.70000","0.00000","1.30000","3.70000","말레이시아","2024","패션"
"기타","10순위","1","1.60000","0.40000","1.00000","0.00000","1.80000","1.30000","0.00000","말레이시아","2024","패션"
"한국","1순위","83","79.60000","85.30000","83.00000","86.00000","84.80000","82.40000","65.20000","말레이시아","2024","뷰티"
"일본","2순위","55","55.60000","55.00000","55.00000","55.10000","49.50000","57.60000","73.90000","말레이시아","2024","뷰티"
"미국","3순위","43","49.40000","39.50000","36.00000","41.10000","49.50000","45.90000","47.80000","말레이시아","2024","뷰티"
"중국","4순위","33","25.30000","38.40000","41.00000","40.20000","27.60000","24.70000","26.10000","말레이시아","2024","뷰티"
"영국","5순위","19","21.00000","18.20000","17.00000","15.90000","23.80000","18.80000","26.10000","말레이시아","2024","뷰티"
"프랑스","6순위","16","16.70000","14.70000","13.00000","15.00000","16.20000","16.50000","21.70000","말레이시아","2024","뷰티"
"이탈리아","7순위","9","10.50000","7.40000","5.00000","7.50000","14.30000","8.20000","4.30000","말레이시아","2024","뷰티"
"독일","8순위","5","5.60000","5.00000","9.00000","5.60000","2.90000","3.50000","4.30000","말레이시아","2024","뷰티"
"기타","9순위","2","0.60000","2.30000","0.00000","2.80000","1.00000","3.50000","0.00000","말레이시아","2024","뷰티"
"한국","1순위","68","66.80000","68.10000","68.10000","76.10000","68.30000","57.90000","58.60000","말레이시아","2024","음식"
"일본","3순위","52","59.30000","45.70000","65.50000","53.00000","49.60000","40.00000","44.80000","말레이시아","2024","음식"
"태국","2순위","50","44.70000","55.50000","44.80000","48.70000","49.60000","55.80000","65.50000","말레이시아","2024","음식"
"중국","4순위","25","25.70000","24.80000","24.10000","19.70000","27.60000","30.50000","24.10000","말레이시아","2024","음식"
"인도","5순위","23","23.50000","22.40000","20.70000","12.80000","22.80000","33.70000","37.90000","말레이시아","2024","음식"
"미국","6순위","22","23.90000","20.50000","14.70000","20.50000","29.30000","24.20000","20.70000","말레이시아","2024","음식"
"이탈리아","7순위","10","8.80000","10.60000","9.50000","12.80000","8.90000","8.40000","6.90000","말레이시아","2024","음식"
"터키","8순위","8","9.70000","6.70000","8.60000","6.80000","8.10000","7.40000","13.80000","말레이시아","2024","음식"
"베트남","9순위","4","3.50000","5.10000","3.40000","2.60000","6.50000","5.30000","3.40000","말레이시아","2024","음식"
"프랑스","10순위","4","2.70000","5.50000","4.30000","8.50000","2.40000","1.10000","3.40000","말레이시아","2024","음식"
"브라질","12순위","2","0.90000","2.80000","1.70000","1.70000","4.10000","0.00000","0.00000","말레이시아","2024","음식"
"기타","11순위","2","2.20000","2.40000","1.70000","0.00000","2.40000","6.30000","0.00000","말레이시아","2024","음식"
"한국","1순위","96","94.00000","97.10000","94.50000","96.00000","96.00000","97.60000","87.50000","인도네시아","2024","드라마"
"인도","2순위","50","51.20000","49.60000","45.10000","47.30000","52.30000","55.20000","59.40000","인도네시아","2024","드라마"
"일본","3순위","42","43.70000","40.80000","42.90000","46.00000","42.60000","40.00000","28.10000","인도네시아","2024","드라마"
"미국","4순위","32","34.00000","29.80000","30.20000","26.00000","33.00000","37.60000","31.30000","인도네시아","2024","드라마"
"중국","5순위","29","31.00000","27.30000","22.50000","24.00000","28.40000","38.20000","46.90000","인도네시아","2024","드라마"
"영국","6순위","13","10.50000","14.20000","18.10000","19.30000","11.90000","1.80000","6.30000","인도네시아","2024","드라마"
"프랑스","9순위","1","1.20000","0.50000","1.60000","0.70000","0.60000","0.60000","0.00000","인도네시아","2024","드라마"
"이탈리아","9순위","1","0.90000","0.80000","0.50000","1.30000","1.10000","0.60000","0.00000","인도네시아","2024","드라마"
"브라질","8순위","1","0.90000","0.50000","0.50000","0.00000","0.00000","1.20000","6.30000","인도네시아","2024","드라마"
"독일","11순위","0","0.60000","0.00000","0.00000","0.00000","0.00000","1.20000","0.00000","인도네시아","2024","드라마"
"기타","7순위","2","1.50000","3.20000","3.30000","1.30000","2.30000","2.40000","3.10000","인도네시아","2024","드라마"
"한국","1순위","94","93.60000","93.90000","92.50000","96.50000","92.90000","94.60000","87.00000","인도네시아","2024","예능"
"일본","2순위","55","62.70000","50.00000","54.40000","58.00000","59.70000","50.00000","43.50000","인도네시아","2024","예능"
"미국","3순위","45","46.20000","44.50000","48.30000","39.20000","45.50000","46.40000","56.50000","인도네시아","2024","예능"
"인도","4순위","32","32.90000","31.80000","28.60000","31.50000","32.50000","37.50000","34.80000","인도네시아","2024","예능"
"중국","5순위","25","24.10000","25.20000","20.40000","20.30000","26.00000","32.10000","34.80000","인도네시아","2024","예능"
"영국","6순위","15","12.90000","16.70000","21.10000","16.80000","12.30000","8.90000","13.00000","인도네시아","2024","예능"
"프랑스","7순위","1","0.80000","1.20000","1.40000","1.40000","0.00000","1.80000","0.00000","인도네시아","2024","예능"
"이탈리아","9순위","1","0.80000","1.20000","1.40000","0.70000","0.60000","1.80000","0.00000","인도네시아","2024","예능"
"브라질","10순위","1","0.40000","1.20000","0.70000","0.70000","1.30000","0.90000","0.00000","인도네시아","2024","예능"
"독일","11순위","1","0.80000","0.30000","0.00000","0.00000","1.30000","0.90000","0.00000","인도네시아","2024","예능"
"기타","8순위","1","0.40000","1.50000","0.70000","0.00000","1.30000","2.70000","0.00000","인도네시아","2024","예능"
"한국","1순위","89","85.60000","92.70000","85.60000","92.70000","93.10000","85.90000","83.70000","인도네시아","2024","영화"
"미국","2순위","62","67.50000","56.20000","63.10000","57.60000","59.70000","67.60000","65.10000","인도네시아","2024","영화"
"인도","3순위","41","38.50000","44.70000","35.60000","38.20000","41.70000","50.00000","39.50000","인도네시아","2024","영화"
"일본","4순위","37","39.80000","33.20000","32.50000","46.10000","34.00000","37.10000","25.60000","인도네시아","2024","영화"
"중국","5순위","23","26.80000","19.20000","22.50000","14.50000","18.10000","34.10000","34.90000","인도네시아","2024","영화"
"영국","6순위","19","16.00000","22.40000","30.60000","24.20000","19.40000","5.30000","7.00000","인도네시아","2024","영화"
"이탈리아","8순위","1","0.50000","1.60000","0.60000","2.40000","0.00000","0.60000","2.30000","인도네시아","2024","영화"
"브라질","9순위","1","1.10000","0.60000","0.60000","0.60000","0.00000","1.80000","2.30000","인도네시아","2024","영화"
"프랑스","10순위","1","1.10000","0.00000","0.60000","0.60000","0.00000","0.60000","2.30000","인도네시아","2024","영화"
"독일","11순위","0","0.30000","0.30000","0.00000","0.60000","0.00000","0.60000","0.00000","인도네시아","2024","영화"
"기타","7순위","2","1.90000","1.60000","1.30000","0.60000","2.80000","2.40000","2.30000","인도네시아","2024","영화"
"한국","1순위","89","85.10000","93.80000","87.90000","92.60000","90.70000","87.80000","80.50000","인도네시아","2024","음악"
"미국","2순위","69","71.00000","66.10000","61.80000","63.10000","71.20000","74.30000","82.90000","인도네시아","2024","음악"
"영국","3순위","61","59.60000","62.80000","67.30000","64.40000","60.50000","52.00000","61.00000","인도네시아","2024","음악"
"일본","4순위","33","32.50000","32.40000","34.50000","37.60000","36.10000","25.70000","12.20000","인도네시아","2024","음악"
"중국","5순위","10","11.90000","7.40000","6.10000","5.40000","9.80000","17.60000","12.20000","인도네시아","2024","음악"
"프랑스","7순위","1","1.10000","1.20000","1.80000","0.70000","1.00000","1.40000","0.00000","인도네시아","2024","음악"
"이탈리아","8순위","1","1.10000","0.30000","0.60000","0.00000","1.00000","0.70000","2.40000","인도네시아","2024","음악"
"독일","9순위","1","0.80000","0.30000","1.20000","0.00000","0.00000","1.40000","0.00000","인도네시아","2024","음악"
"기타","6순위","3","3.00000","2.10000","4.20000","2.00000","1.50000","2.00000","4.90000","인도네시아","2024","음악"
"일본","1순위","87","88.20000","85.90000","78.80000","88.50000","90.20000","90.10000","91.30000","인도네시아","2024","애니메이션"
"한국","2순위","84","83.30000","85.20000","80.30000","79.10000","89.60000","88.10000","87.00000","인도네시아","2024","애니메이션"
"미국","3순위","46","49.00000","43.70000","48.90000","38.50000","45.40000","54.50000","52.20000","인도네시아","2024","애니메이션"
"중국","5순위","16","17.00000","15.80000","14.60000","15.50000","17.80000","20.80000","4.30000","인도네시아","2024","애니메이션"
"영국","4순위","16","11.80000","20.40000","21.20000","20.30000","13.50000","7.90000","13.00000","인도네시아","2024","애니메이션"
"인도","6순위","9","9.40000","8.80000","9.50000","12.20000","6.10000","6.90000","17.40000","인도네시아","2024","애니메이션"
"프랑스","8순위","2","1.40000","1.80000","0.70000","2.70000","1.20000","1.00000","4.30000","인도네시아","2024","애니메이션"
"독일","9순위","1","1.70000","0.70000","0.00000","1.40000","1.20000","2.00000","4.30000","인도네시아","2024","애니메이션"
"이탈리아","11순위","1","0.00000","1.10000","0.00000","1.40000","0.60000","0.00000","0.00000","인도네시아","2024","애니메이션"
"브라질","10순위","1","1.00000","0.00000","1.50000","0.00000","0.00000","1.00000","0.00000","인도네시아","2024","애니메이션"
"기타","7순위","2","2.10000","2.50000","4.40000","0.00000","3.10000","2.00000","0.00000","인도네시아","2024","애니메이션"
"한국","1순위","80","78.20000","81.30000","79.60000","79.70000","82.10000","77.30000","76.50000","인도네시아","2024","출판물"
"일본","2순위","65","69.40000","60.90000","63.10000","66.40000","67.50000","62.50000","64.70000","인도네시아","2024","출판물"
"미국","3순위","45","48.90000","40.90000","44.70000","40.60000","45.50000","50.00000","47.10000","인도네시아","2024","출판물"
"영국","4순위","32","27.90000","36.50000","33.00000","40.60000","30.10000","26.10000","11.80000","인도네시아","2024","출판물"
"중국","5순위","19","21.40000","17.40000","22.30000","12.50000","18.70000","22.70000","41.20000","인도네시아","2024","출판물"
"인도","6순위","13","13.10000","12.20000","14.60000","10.20000","11.40000","14.80000","17.60000","인도네시아","2024","출판물"
"태국","7순위","8","6.60000","9.10000","9.70000","9.40000","8.10000","2.30000","11.80000","인도네시아","2024","출판물"
"프랑스","8순위","5","4.80000","4.80000","1.00000","4.70000","4.90000","9.10000","5.90000","인도네시아","2024","출판물"
"이탈리아","10순위","4","2.20000","4.80000","1.00000","6.30000","4.10000","2.30000","0.00000","인도네시아","2024","출판물"
"독일","9순위","3","4.40000","1.70000","2.90000","0.80000","4.90000","3.40000","5.90000","인도네시아","2024","출판물"
"베트남","11순위","2","2.20000","1.70000","2.90000","1.60000","1.60000","2.30000","0.00000","인도네시아","2024","출판물"
"브라질","12순위","1","0.90000","0.40000","0.00000","1.60000","0.00000","0.00000","5.90000","인도네시아","2024","출판물"
"기타","13순위","0","0.00000","0.90000","1.00000","0.00000","0.00000","1.10000","0.00000","인도네시아","2024","출판물"
"한국","1순위","88","86.20000","89.70000","88.10000","87.70000","92.10000","81.30000","85.70000","인도네시아","2024","웹툰"
"일본","2순위","83","85.20000","80.60000","79.20000","80.80000","86.80000","85.30000","92.90000","인도네시아","2024","웹툰"
"중국","4순위","29","29.70000","28.80000","35.20000","25.60000","27.20000","33.30000","14.30000","인도네시아","2024","웹툰"
"미국","3순위","28","33.60000","22.30000","23.30000","23.60000","30.50000","34.70000","64.30000","인도네시아","2024","웹툰"
"영국","5순위","16","11.70000","19.40000","14.50000","20.20000","14.60000","10.70000","7.10000","인도네시아","2024","웹툰"
"인도","6순위","4","5.30000","3.10000","4.40000","3.90000","2.00000","9.30000","0.00000","인도네시아","2024","웹툰"
"독일","8순위","1","1.40000","1.30000","0.60000","1.00000","2.00000","2.70000","0.00000","인도네시아","2024","웹툰"
"이탈리아","9순위","1","0.70000","1.60000","0.60000","2.00000","1.30000","0.00000","0.00000","인도네시아","2024","웹툰"
"프랑스","10순위","1","0.40000","1.30000","0.60000","1.00000","0.00000","2.70000","0.00000","인도네시아","2024","웹툰"
"브라질","11순위","1","0.70000","0.60000","1.30000","0.50000","0.00000","1.30000","0.00000","인도네시아","2024","웹툰"
"기타","7순위","2","1.80000","1.60000","1.90000","1.50000","1.30000","1.30000","7.10000","인도네시아","2024","웹툰"
"한국","1순위","79","79.00000","77.80000","68.20000","80.90000","82.80000","84.90000","66.70000","인도네시아","2024","게임"
"일본","2순위","76","75.50000","76.50000","75.00000","68.70000","81.40000","77.40000","86.70000","인도네시아","2024","게임"
"미국","3순위","56","58.00000","52.60000","56.80000","49.60000","55.20000","59.10000","80.00000","인도네시아","2024","게임"
"중국","4순위","33","34.60000","31.70000","38.60000","32.80000","32.40000","28.00000","33.30000","인도네시아","2024","게임"
"영국","5순위","19","16.40000","23.00000","21.20000","25.20000","17.90000","11.80000","13.30000","인도네시아","2024","게임"
"러시아","6순위","5","3.80000","5.70000","4.50000","4.60000","4.80000","5.40000","0.00000","인도네시아","2024","게임"
"독일","7순위","3","2.80000","2.60000","2.30000","3.10000","2.10000","3.20000","6.70000","인도네시아","2024","게임"
"프랑스","8순위","2","1.70000","1.70000","1.50000","3.10000","0.00000","3.20000","0.00000","인도네시아","2024","게임"
"이탈리아","9순위","2","2.40000","0.90000","0.80000","1.50000","2.10000","3.20000","0.00000","인도네시아","2024","게임"
"폴란드","11순위","1","0.30000","1.30000","1.50000","1.50000","0.00000","0.00000","0.00000","인도네시아","2024","게임"
"기타","10순위","0","0.70000","0.00000","0.00000","0.00000","0.00000","1.10000","6.70000","인도네시아","2024","게임"
"한국","1순위","88","82.50000","92.40000","90.40000","89.50000","88.40000","85.40000","75.70000","인도네시아","2024","패션"
"미국","2순위","53","56.20000","50.90000","53.30000","50.30000","49.00000","60.60000","59.50000","인도네시아","2024","패션"
"일본","3순위","51","50.80000","51.80000","44.40000","54.40000","55.10000","51.10000","48.60000","인도네시아","2024","패션"
"중국","4순위","23","20.50000","24.20000","23.70000","19.30000","22.40000","27.70000","13.50000","인도네시아","2024","패션"
"영국","5순위","21","23.90000","17.60000","25.20000","26.90000","19.00000","12.40000","10.80000","인도네시아","2024","패션"
"프랑스","6순위","16","19.20000","12.10000","11.10000","15.80000","12.90000","20.40000","21.60000","인도네시아","2024","패션"
"이탈리아","7순위","11","13.80000","8.80000","8.10000","6.40000","10.90000","16.10000","27.00000","인도네시아","2024","패션"
"독일","8순위","3","4.00000","1.80000","3.00000","1.80000","6.10000","0.70000","2.70000","인도네시아","2024","패션"
"스페인","9순위","2","1.70000","2.10000","1.50000","2.90000","2.00000","0.70000","2.70000","인도네시아","2024","패션"
"기타","10순위","2","2.40000","0.90000","1.50000","0.60000","2.00000","2.20000","2.70000","인도네시아","2024","패션"
"한국","1순위","88","84.10000","91.40000","89.80000","91.80000","88.00000","84.10000","82.40000","인도네시아","2024","뷰티"
"일본","2순위","59","58.20000","58.70000","59.40000","58.80000","64.70000","50.40000","55.90000","인도네시아","2024","뷰티"
"미국","3순위","39","41.80000","36.30000","32.80000","38.20000","33.10000","49.60000","47.10000","인도네시아","2024","뷰티"
"중국","4순위","37","36.40000","37.20000","35.20000","36.50000","35.30000","43.40000","29.40000","인도네시아","2024","뷰티"
"프랑스","5순위","20","21.80000","19.20000","11.70000","17.10000","21.80000","28.30000","35.30000","인도네시아","2024","뷰티"
"영국","6순위","10","10.90000","9.10000","16.40000","12.40000","6.00000","4.40000","5.90000","인도네시아","2024","뷰티"
"이탈리아","7순위","7","11.30000","4.70000","7.00000","6.50000","6.00000","10.60000","8.80000","인도네시아","2024","뷰티"
"독일","8순위","5","5.00000","4.70000","4.70000","1.80000","8.30000","5.30000","5.90000","인도네시아","2024","뷰티"
"기타","9순위","1","1.70000","1.20000","2.30000","0.60000","0.80000","2.70000","0.00000","인도네시아","2024","뷰티"
"한국","1순위","79","72.20000","84.60000","79.60000","87.70000","81.10000","69.50000","54.30000","인도네시아","2024","음식"
"일본","2순위","75","76.60000","72.50000","74.60000","75.90000","75.60000","70.90000","77.10000","인도네시아","2024","음식"
"미국","3순위","34","36.80000","31.70000","29.80000","25.30000","33.90000","46.80000","48.60000","인도네시아","2024","음식"
"중국","4순위","26","28.40000","23.20000","17.70000","22.20000","30.00000","32.60000","34.30000","인도네시아","2024","음식"
"이탈리아","5순위","22","21.90000","21.00000","22.70000","19.80000","22.80000","17.00000","34.30000","인도네시아","2024","음식"
"터키","6순위","17","16.40000","17.10000","24.30000","19.10000","10.00000","14.90000","8.60000","인도네시아","2024","음식"
"태국","7순위","12","9.40000","14.80000","13.30000","12.30000","10.00000","13.50000","11.40000","인도네시아","2024","음식"
"인도","8순위","8","7.90000","7.80000","6.10000","7.40000","7.80000","11.30000","5.70000","인도네시아","2024","음식"
"프랑스","9순위","4","3.20000","3.90000","3.90000","4.90000","3.90000","2.10000","0.00000","인도네시아","2024","음식"
"브라질","12순위","1","2.00000","0.30000","1.10000","1.90000","1.10000","0.70000","0.00000","인도네시아","2024","음식"
"베트남","11순위","1","0.90000","0.80000","0.60000","0.00000","1.70000","0.70000","2.90000","인도네시아","2024","음식"
"기타","10순위","1","2.00000","0.30000","0.60000","0.00000","1.70000","2.10000","2.90000","인도네시아","2024","음식"
"한국","1순위","90","87.90000","91.30000","90.70000","92.80000","89.90000","84.30000","87.00000","인도","2024","드라마"
"미국","2순위","59","64.70000","53.70000","55.70000","58.10000","59.90000","61.40000","63.00000","인도","2024","드라마"
"일본","3순위","32","35.80000","27.90000","30.90000","35.10000","29.00000","30.70000","30.40000","인도","2024","드라마"
"영국","4순위","24","24.50000","23.70000","21.50000","17.60000","31.90000","28.60000","19.60000","인도","2024","드라마"
"중국","5순위","23","17.50000","26.60000","24.80000","25.70000","18.80000","20.70000","17.40000","인도","2024","드라마"
"이탈리아","7순위","6","4.10000","7.60000","4.90000","6.80000","5.80000","7.90000","4.30000","인도","2024","드라마"
"프랑스","6순위","6","5.90000","5.90000","3.70000","2.70000","9.20000","9.30000","8.70000","인도","2024","드라마"
"독일","9순위","4","2.80000","4.20000","1.20000","5.90000","2.90000","5.00000","4.30000","인도","2024","드라마"
"브라질","10순위","2","2.80000","1.70000","1.20000","2.70000","1.90000","2.90000","4.30000","인도","2024","드라마"
"기타","8순위","5","3.10000","5.90000","5.70000","3.60000","5.80000","2.90000","4.30000","인도","2024","드라마"
"한국","1순위","88","85.90000","89.20000","85.50000","89.00000","87.70000","88.60000","84.10000","인도","2024","예능"
"미국","2순위","63","67.40000","58.90000","55.80000","62.70000","66.40000","65.70000","72.70000","인도","2024","예능"
"일본","4순위","33","36.40000","29.70000","35.50000","34.00000","32.20000","30.00000","34.10000","인도","2024","예능"
"영국","3순위","33","33.60000","32.40000","25.60000","28.70000","35.10000","40.70000","47.70000","인도","2024","예능"
"중국","5순위","20","16.90000","22.90000","19.20000","20.60000","23.70000","16.40000","11.40000","인도","2024","예능"
"프랑스","6순위","8","9.30000","6.80000","5.20000","10.00000","9.50000","9.30000","0.00000","인도","2024","예능"
"이탈리아","7순위","6","4.80000","6.30000","3.50000","7.70000","4.70000","5.70000","6.80000","인도","2024","예능"
"독일","8순위","4","4.30000","3.70000","2.90000","5.70000","4.30000","2.10000","4.50000","인도","2024","예능"
"브라질","10순위","3","2.30000","3.20000","1.70000","3.80000","3.80000","1.40000","0.00000","인도","2024","예능"
"기타","9순위","3","2.00000","3.40000","3.50000","2.90000","1.40000","2.90000","4.50000","인도","2024","예능"
"한국","1순위","80","77.00000","82.10000","75.50000","81.30000","85.50000","77.50000","65.30000","인도","2024","영화"
"미국","2순위","74","80.00000","66.90000","71.60000","75.50000","71.50000","74.00000","81.60000","인도","2024","영화"
"영국","3순위","38","37.30000","38.30000","38.90000","34.00000","37.20000","41.60000","40.80000","인도","2024","영화"
"일본","4순위","26","27.70000","24.60000","27.90000","29.50000","22.70000","23.70000","28.60000","인도","2024","영화"
"중국","5순위","21","18.50000","23.70000","21.20000","19.90000","24.80000","17.30000","20.40000","인도","2024","영화"
"프랑스","6순위","9","9.40000","8.10000","5.80000","7.10000","11.60000","11.60000","6.10000","인도","2024","영화"
"이탈리아","7순위","6","4.90000","6.30000","3.80000","4.60000","5.80000","8.70000","6.10000","인도","2024","영화"
"독일","8순위","5","5.60000","5.10000","4.30000","7.50000","5.40000","3.50000","6.10000","인도","2024","영화"
